Bairro;Data;Acidentes de Trânsito
Quietude;01.07.2014;3
Santa Marina;01.07.2014;0
Tupiry;01.07.2014;1
Antártica;01.07.2014;5
Vila Sônia;01.07.2014;7
Glória;01.07.2014;4
Sítio do Campo;01.07.2014;8
Xixová;01.07.2014;13
Serra do Mar;01.07.2014;0
Não Informado;01.07.2014;0
Militar;01.07.2015;0
Canto do Forte;01.07.2015;7
Boqueirão;01.07.2015;21
Guilhermina;01.07.2015;13
Aviação;01.07.2015;13
Tupi;01.07.2015;12
Ocian;01.07.2015;11
Mirim;01.07.2015;7
Maracanã;01.07.2015;3
Caiçara;01.07.2015;7
Real ;01.07.2015;1
Flórida;01.07.2015;0
Solemar;01.07.2015;2
Cidade da Criança;01.07.2015;0
Princesa;01.07.2015;0
Imperador;01.07.2015;0
Melvi;01.07.2015;0
Samambaia;01.07.2015;4
Esmeralda;01.07.2015;0
Ribeirópolis;01.07.2015;4
Andaraguá;01.07.2015;0
Nova Mirim;01.07.2015;1
Anhanguera;01.07.2015;5
Quietude;01.07.2015;4
Santa Marina;01.07.2015;0
Tupiry;01.07.2015;1
Antártica;01.07.2015;8
Vila Sônia;01.07.2015;9
Glória;01.07.2015;4
Sítio do Campo;01.07.2015;10
Xixová;01.07.2015;14
Serra do Mar;01.07.2015;0
Não Informado;01.07.2015;0
Militar;01.07.2016;0
Canto do Forte;01.07.2016;8
Boqueirão;01.07.2016;30
Guilhermina;01.07.2016;10
Aviação;01.07.2016;6
Tupi;01.07.2016;8
Ocian;01.07.2016;7
Mirim;01.07.2016;7
Maracanã;01.07.2016;5
Caiçara;01.07.2016;6
Real ;01.07.2016;2
Flórida;01.07.2016;2
Solemar;01.07.2016;1
Cidade da Criança;01.07.2016;2
Princesa;01.07.2016;1
Imperador;01.07.2016;0
Melvi;01.07.2016;5
Samambaia;01.07.2016;4
Esmeralda;01.07.2016;5
Ribeirópolis;01.07.2016;4
Andaraguá;01.07.2016;0
Nova Mirim;01.07.2016;5
Anhanguera;01.07.2016;5
Quietude;01.07.2016;1
Santa Marina;01.07.2016;0
Tupiry;01.07.2016;3
Antártica;01.07.2016;7
Vila Sônia;01.07.2016;8
Glória;01.07.2016;0
Sítio do Campo;01.07.2016;14
Xixová;01.07.2016;6
Serra do Mar;01.07.2016;0
Não Informado;01.07.2016;0
Militar;01.07.2017;0
Canto do Forte;01.07.2017;4
Boqueirão;01.07.2017;18
Guilhermina;01.07.2017;13
Aviação;01.07.2017;11
Tupi;01.07.2017;11
Ocian;01.07.2017;12
Mirim;01.07.2017;3
Maracanã;01.07.2017;2
Caiçara;01.07.2017;5
Real ;01.07.2017;1
Flórida;01.07.2017;0
Solemar;01.07.2017;2
Cidade da Criança;01.07.2017;0
Princesa;01.07.2017;0
Imperador;01.07.2017;0
Melvi;01.07.2017;3
Samambaia;01.07.2017;3
Esmeralda;01.07.2017;2
Ribeirópolis;01.07.2017;2
Andaraguá;01.07.2017;0
Nova Mirim;01.07.2017;2
Anhanguera;01.07.2017;4
Quietude;01.07.2017;4
Santa Marina;01.07.2017;0
Tupiry;01.07.2017;4
Antártica;01.07.2017;3
Vila Sônia;01.07.2017;3
Glória;01.07.2017;1
Sítio do Campo;01.07.2017;10
Xixová;01.07.2017;2
Serra do Mar;01.07.2017;0
Não Informado;01.07.2017;0
Militar;01.07.2018;0
Canto do Forte;01.07.2018;5
Boqueirão;01.07.2018;7
Guilhermina;01.07.2018;6
Aviação;01.07.2018;8
Tupi;01.07.2018;9
Ocian;01.07.2018;7
Mirim;01.07.2018;6
Maracanã;01.07.2018;1
Caiçara;01.07.2018;1
Real ;01.07.2018;0
Flórida;01.07.2018;0
Solemar;01.07.2018;0
Cidade da Criança;01.07.2018;0
Princesa;01.07.2018;0
Imperador;01.07.2018;0
Melvi;01.07.2018;0
Samambaia;01.07.2018;1
Esmeralda;01.07.2018;0
Ribeirópolis;01.07.2018;0
Andaraguá;01.07.2018;0
Nova Mirim;01.07.2018;1
Anhanguera;01.07.2018;3
Quietude;01.07.2018;1
Santa Marina;01.07.2018;0
Tupiry;01.07.2018;2
Antártica;01.07.2018;3
Vila Sônia;01.07.2018;5
Glória;01.07.2018;2
Sítio do Campo;01.07.2018;8
Xixová;01.07.2018;3
Serra do Mar;01.07.2018;0
Não Informado;01.07.2018;0
Militar;01.07.2019;0
Canto do Forte;01.07.2019;8
Boqueirão;01.07.2019;15
Guilhermina;01.07.2019;14
Aviação;01.07.2019;3
Tupi;01.07.2019;6
Ocian;01.07.2019;8
Mirim;01.07.2019;7
Maracanã;01.07.2019;0
Caiçara;01.07.2019;4
Real ;01.07.2019;3
Flórida;01.07.2019;0
Solemar;01.07.2019;0
Cidade da Criança;01.07.2019;0
Princesa;01.07.2019;0
Imperador;01.07.2019;0
Melvi;01.07.2019;1
Samambaia;01.07.2019;3
Esmeralda;01.07.2019;4
Ribeirópolis;01.07.2019;8
Andaraguá;01.07.2019;0
Nova Mirim;01.07.2019;9
Anhanguera;01.07.2019;6
Quietude;01.07.2019;4
Santa Marina;01.07.2019;0
Tupiry;01.07.2019;0
Antártica;01.07.2019;9
Vila Sônia;01.07.2019;1
Glória;01.07.2019;4
Sítio do Campo;01.07.2019;8
Xixová;01.07.2019;9
Serra do Mar;01.07.2019;0
Não Informado;01.07.2019;3
Militar;01.07.2020;0
Canto do Forte;01.07.2020;3
Boqueirão;01.07.2020;7
Guilhermina;01.07.2020;5
Aviação;01.07.2020;4
Tupi;01.07.2020;2
Ocian;01.07.2020;1
Mirim;01.07.2020;4
Maracanã;01.07.2020;3
Caiçara;01.07.2020;4
Real ;01.07.2020;1
Flórida;01.07.2020;0
Solemar;01.07.2020;0
Cidade da Criança;01.07.2020;0
Princesa;01.07.2020;1
Imperador;01.07.2020;0
Melvi;01.07.2020;2
Samambaia;01.07.2020;2
Esmeralda;01.07.2020;3
Ribeirópolis;01.07.2020;7
Andaraguá;01.07.2020;0
Nova Mirim;01.07.2020;2
Anhanguera;01.07.2020;2
Quietude;01.07.2020;3
Santa Marina;01.07.2020;0
Tupiry;01.07.2020;2
Antártica;01.07.2020;3
Vila Sônia;01.07.2020;1
Glória;01.07.2020;3
Sítio do Campo;01.07.2020;3
Xixová;01.07.2020;2
Serra do Mar;01.07.2020;0
Não Informado;01.07.2020;0
Militar;01.07.2021;0
Canto do Forte;01.07.2021;3
Boqueirão;01.07.2021;10
Guilhermina;01.07.2021;3
Aviação;01.07.2021;4
Tupi;01.07.2021;8
Ocian;01.07.2021;2
Mirim;01.07.2021;6
Maracanã;01.07.2021;3
Caiçara;01.07.2021;4
Real ;01.07.2021;0
Flórida;01.07.2021;0
Solemar;01.07.2021;1
Cidade da Criança;01.07.2021;0
Princesa;01.07.2021;0
Imperador;01.07.2021;0
Melvi;01.07.2021;5
Samambaia;01.07.2021;7
Esmeralda;01.07.2021;0
Ribeirópolis;01.07.2021;2
Andaraguá;01.07.2021;0
Nova Mirim;01.07.2021;3
Anhanguera;01.07.2021;2
Quietude;01.07.2021;2
Santa Marina;01.07.2021;0
Tupiry;01.07.2021;1
Antártica;01.07.2021;5
Vila Sônia;01.07.2021;4
Glória;01.07.2021;2
Sítio do Campo;01.07.2021;9
Xixová;01.07.2021;3
Serra do Mar;01.07.2021;0
Não Informado;01.07.2021;3
Militar;01.08.2013;0
Canto do Forte;01.08.2013;6
Boqueirão;01.08.2013;26
Guilhermina;01.08.2013;12
Aviação;01.08.2013;6
Tupi;01.08.2013;9
Ocian;01.08.2013;8
Mirim;01.08.2013;2
Maracanã;01.08.2013;0
Caiçara;01.08.2013;0
Real ;01.08.2013;0
Flórida;01.08.2013;0
Solemar;01.08.2013;0
Cidade da Criança;01.08.2013;0
Princesa;01.08.2013;0
Imperador;01.08.2013;0
Melvi;01.08.2013;0
Samambaia;01.08.2013;0
Esmeralda;01.08.2013;0
Ribeirópolis;01.08.2013;0
Andaraguá;01.08.2013;0
Nova Mirim;01.08.2013;6
Anhanguera;01.08.2013;4
Quietude;01.08.2013;2
Santa Marina;01.08.2013;0
Tupiry;01.08.2013;0
Antártica;01.08.2013;3
Vila Sônia;01.08.2013;6
Glória;01.08.2013;5
Sítio do Campo;01.08.2013;10
Xixová;01.08.2013;11
Serra do Mar;01.08.2013;0
Não Informado;01.08.2013;0
Militar;01.08.2014;0
Canto do Forte;01.08.2014;9
Boqueirão;01.08.2014;30
Guilhermina;01.08.2014;15
Aviação;01.08.2014;12
Tupi;01.08.2014;4
Ocian;01.08.2014;7
Mirim;01.08.2014;6
Maracanã;01.08.2014;0
Caiçara;01.08.2014;0
Real ;01.08.2014;0
Flórida;01.08.2014;0
Solemar;01.08.2014;0
Cidade da Criança;01.08.2014;1
Princesa;01.08.2014;0
Imperador;01.08.2014;0
Melvi;01.08.2014;0
Samambaia;01.08.2014;0
Esmeralda;01.08.2014;0
Ribeirópolis;01.08.2014;0
Andaraguá;01.08.2014;0
Nova Mirim;01.08.2014;1
Anhanguera;01.08.2014;5
Quietude;01.08.2014;3
Santa Marina;01.08.2014;0
Tupiry;01.08.2014;4
Antártica;01.08.2014;4
Vila Sônia;01.08.2014;2
Glória;01.08.2014;1
Sítio do Campo;01.08.2014;12
Xixová;01.08.2014;12
Serra do Mar;01.08.2014;0
Não Informado;01.08.2014;0
Militar;01.08.2015;0
Canto do Forte;01.08.2015;6
Boqueirão;01.08.2015;35
Guilhermina;01.08.2015;12
Aviação;01.08.2015;12
Tupi;01.08.2015;18
Ocian;01.08.2015;15
Mirim;01.08.2015;8
Maracanã;01.08.2015;2
Caiçara;01.08.2015;10
Real ;01.08.2015;2
Flórida;01.08.2015;0
Solemar;01.08.2015;0
Cidade da Criança;01.08.2015;0
Princesa;01.08.2015;1
Imperador;01.08.2015;0
Melvi;01.08.2015;1
Samambaia;01.08.2015;4
Esmeralda;01.08.2015;3
Ribeirópolis;01.08.2015;4
Andaraguá;01.08.2015;0
Nova Mirim;01.08.2015;4
Anhanguera;01.08.2015;2
Quietude;01.08.2015;7
Santa Marina;01.08.2015;0
Tupiry;01.08.2015;2
Antártica;01.08.2015;4
Vila Sônia;01.08.2015;5
Glória;01.08.2015;4
Sítio do Campo;01.08.2015;6
Xixová;01.08.2015;26
Serra do Mar;01.08.2015;0
Não Informado;01.08.2015;0
Militar;01.08.2016;0
Canto do Forte;01.08.2016;6
Boqueirão;01.08.2016;16
Guilhermina;01.08.2016;6
Aviação;01.08.2016;9
Tupi;01.08.2016;9
Ocian;01.08.2016;13
Mirim;01.08.2016;6
Maracanã;01.08.2016;4
Caiçara;01.08.2016;10
Real ;01.08.2016;3
Flórida;01.08.2016;2
Solemar;01.08.2016;1
Cidade da Criança;01.08.2016;2
Princesa;01.08.2016;2
Imperador;01.08.2016;0
Melvi;01.08.2016;4
Samambaia;01.08.2016;5
Esmeralda;01.08.2016;4
Ribeirópolis;01.08.2016;4
Andaraguá;01.08.2016;1
Nova Mirim;01.08.2016;3
Anhanguera;01.08.2016;5
Quietude;01.08.2016;4
Santa Marina;01.08.2016;0
Tupiry;01.08.2016;5
Antártica;01.08.2016;4
Vila Sônia;01.08.2016;3
Glória;01.08.2016;1
Sítio do Campo;01.08.2016;10
Xixová;01.08.2016;3
Serra do Mar;01.08.2016;0
Não Informado;01.08.2016;0
Militar;01.08.2017;0
Canto do Forte;01.08.2017;6
Boqueirão;01.08.2017;20
Guilhermina;01.08.2017;15
Aviação;01.08.2017;8
Tupi;01.08.2017;10
Ocian;01.08.2017;13
Mirim;01.08.2017;13
Maracanã;01.08.2017;0
Caiçara;01.08.2017;9
Real ;01.08.2017;2
Flórida;01.08.2017;0
Solemar;01.08.2017;0
Cidade da Criança;01.08.2017;0
Princesa;01.08.2017;0
Imperador;01.08.2017;0
Melvi;01.08.2017;3
Samambaia;01.08.2017;4
Esmeralda;01.08.2017;7
Ribeirópolis;01.08.2017;2
Andaraguá;01.08.2017;0
Nova Mirim;01.08.2017;2
Anhanguera;01.08.2017;5
Quietude;01.08.2017;4
Santa Marina;01.08.2017;0
Tupiry;01.08.2017;0
Antártica;01.08.2017;11
Vila Sônia;01.08.2017;4
Glória;01.08.2017;0
Sítio do Campo;01.08.2017;10
Xixová;01.08.2017;3
Serra do Mar;01.08.2017;0
Não Informado;01.08.2017;0
Militar;01.08.2018;0
Canto do Forte;01.08.2018;2
Boqueirão;01.08.2018;6
Guilhermina;01.08.2018;7
Aviação;01.08.2018;6
Tupi;01.08.2018;6
Ocian;01.08.2018;7
Mirim;01.08.2018;7
Maracanã;01.08.2018;1
Caiçara;01.08.2018;1
Real ;01.08.2018;0
Flórida;01.08.2018;0
Solemar;01.08.2018;0
Cidade da Criança;01.08.2018;0
Princesa;01.08.2018;0
Imperador;01.08.2018;0
Melvi;01.08.2018;0
Samambaia;01.08.2018;1
Esmeralda;01.08.2018;1
Ribeirópolis;01.08.2018;0
Andaraguá;01.08.2018;0
Nova Mirim;01.08.2018;2
Anhanguera;01.08.2018;2
Quietude;01.08.2018;2
Santa Marina;01.08.2018;0
Tupiry;01.08.2018;3
Antártica;01.08.2018;4
Vila Sônia;01.08.2018;0
Glória;01.08.2018;4
Sítio do Campo;01.08.2018;4
Xixová;01.08.2018;1
Serra do Mar;01.08.2018;0
Não Informado;01.08.2018;0
Militar;01.08.2019;0
Canto do Forte;01.08.2019;1
Boqueirão;01.08.2019;11
Guilhermina;01.08.2019;14
Aviação;01.08.2019;7
Tupi;01.08.2019;10
Ocian;01.08.2019;12
Mirim;01.08.2019;7
Maracanã;01.08.2019;1
Caiçara;01.08.2019;5
Real ;01.08.2019;2
Flórida;01.08.2019;1
Solemar;01.08.2019;0
Cidade da Criança;01.08.2019;0
Princesa;01.08.2019;0
Imperador;01.08.2019;0
Melvi;01.08.2019;2
Samambaia;01.08.2019;4
Esmeralda;01.08.2019;4
Ribeirópolis;01.08.2019;1
Andaraguá;01.08.2019;0
Nova Mirim;01.08.2019;0
Anhanguera;01.08.2019;4
Quietude;01.08.2019;5
Santa Marina;01.08.2019;0
Tupiry;01.08.2019;0
Antártica;01.08.2019;6
Vila Sônia;01.08.2019;3
Glória;01.08.2019;2
Sítio do Campo;01.08.2019;6
Xixová;01.08.2019;4
Serra do Mar;01.08.2019;0
Não Informado;01.08.2019;0
Militar;01.08.2020;0
Canto do Forte;01.08.2020;4
Boqueirão;01.08.2020;6
Guilhermina;01.08.2020;4
Aviação;01.08.2020;4
Tupi;01.08.2020;4
Ocian;01.08.2020;3
Mirim;01.08.2020;5
Maracanã;01.08.2020;5
Caiçara;01.08.2020;2
Real ;01.08.2020;1
Flórida;01.08.2020;2
Solemar;01.08.2020;1
Cidade da Criança;01.08.2020;2
Princesa;01.08.2020;1
Imperador;01.08.2020;0
Melvi;01.08.2020;1
Samambaia;01.08.2020;7
Esmeralda;01.08.2020;3
Ribeirópolis;01.08.2020;4
Andaraguá;01.08.2020;0
Nova Mirim;01.08.2020;5
Anhanguera;01.08.2020;1
Quietude;01.08.2020;0
Santa Marina;01.08.2020;0
Tupiry;01.08.2020;0
Antártica;01.08.2020;0
Vila Sônia;01.08.2020;4
Glória;01.08.2020;2
Sítio do Campo;01.08.2020;8
Xixová;01.08.2020;1
Serra do Mar;01.08.2020;0
Não Informado;01.08.2020;2
Militar;01.08.2021;0
Canto do Forte;01.08.2021;2
Boqueirão;01.08.2021;5
Guilhermina;01.08.2021;4
Aviação;01.08.2021;2
Tupi;01.08.2021;4
Ocian;01.08.2021;5
Mirim;01.08.2021;4
Maracanã;01.08.2021;3
Caiçara;01.08.2021;4
Real ;01.08.2021;1
Flórida;01.08.2021;0
Solemar;01.08.2021;1
Cidade da Criança;01.08.2021;0
Princesa;01.08.2021;0
Imperador;01.08.2021;0
Melvi;01.08.2021;4
Samambaia;01.08.2021;1
Esmeralda;01.08.2021;1
Ribeirópolis;01.08.2021;2
Andaraguá;01.08.2021;0
Nova Mirim;01.08.2021;1
Anhanguera;01.08.2021;2
Quietude;01.08.2021;1
Santa Marina;01.08.2021;0
Tupiry;01.08.2021;1
Antártica;01.08.2021;2
Vila Sônia;01.08.2021;0
Glória;01.08.2021;2
Sítio do Campo;01.08.2021;4
Xixová;01.08.2021;4
Serra do Mar;01.08.2021;0
Não Informado;01.08.2021;0
Militar;01.09.2013;0
Canto do Forte;01.09.2013;6
Boqueirão;01.09.2013;38
Guilhermina;01.09.2013;19
Aviação;01.09.2013;4
Tupi;01.09.2013;7
Ocian;01.09.2013;5
Mirim;01.09.2013;3
Maracanã;01.09.2013;0
Caiçara;01.09.2013;0
Real ;01.09.2013;0
Flórida;01.09.2013;0
Solemar;01.09.2013;0
Cidade da Criança;01.09.2013;0
Princesa;01.09.2013;0
Imperador;01.09.2013;0
Melvi;01.09.2013;0
Samambaia;01.09.2013;0
Esmeralda;01.09.2013;0
Ribeirópolis;01.09.2013;0
Andaraguá;01.09.2013;0
Nova Mirim;01.09.2013;6
Anhanguera;01.09.2013;2
Quietude;01.09.2013;4
Santa Marina;01.09.2013;0
Tupiry;01.09.2013;2
Antártica;01.09.2013;3
Vila Sônia;01.09.2013;5
Glória;01.09.2013;5
Sítio do Campo;01.09.2013;10
Xixová;01.09.2013;10
Serra do Mar;01.09.2013;0
Não Informado;01.09.2013;0
Militar;01.09.2014;0
Canto do Forte;01.09.2014;9
Boqueirão;01.09.2014;39
Guilhermina;01.09.2014;17
Aviação;01.09.2014;6
Tupi;01.09.2014;11
Ocian;01.09.2014;4
Mirim;01.09.2014;4
Maracanã;01.09.2014;0
Caiçara;01.09.2014;0
Real ;01.09.2014;0
Flórida;01.09.2014;0
Solemar;01.09.2014;0
Cidade da Criança;01.09.2014;0
Princesa;01.09.2014;0
Imperador;01.09.2014;0
Melvi;01.09.2014;0
Samambaia;01.09.2014;0
Esmeralda;01.09.2014;1
Ribeirópolis;01.09.2014;0
Andaraguá;01.09.2014;0
Nova Mirim;01.09.2014;3
Anhanguera;01.09.2014;2
Quietude;01.09.2014;2
Santa Marina;01.09.2014;0
Tupiry;01.09.2014;0
Antártica;01.09.2014;4
Vila Sônia;01.09.2014;4
Glória;01.09.2014;2
Sítio do Campo;01.09.2014;15
Xixová;01.09.2014;21
Serra do Mar;01.09.2014;0
Não Informado;01.09.2014;0
Militar;01.09.2015;0
Canto do Forte;01.09.2015;6
Boqueirão;01.09.2015;23
Guilhermina;01.09.2015;18
Aviação;01.09.2015;11
Tupi;01.09.2015;18
Ocian;01.09.2015;14
Mirim;01.09.2015;9
Maracanã;01.09.2015;3
Caiçara;01.09.2015;7
Real ;01.09.2015;2
Flórida;01.09.2015;0
Solemar;01.09.2015;2
Cidade da Criança;01.09.2015;0
Princesa;01.09.2015;0
Imperador;01.09.2015;0
Melvi;01.09.2015;8
Samambaia;01.09.2015;5
Esmeralda;01.09.2015;2
Ribeirópolis;01.09.2015;3
Andaraguá;01.09.2015;0
Nova Mirim;01.09.2015;3
Anhanguera;01.09.2015;3
Quietude;01.09.2015;9
Santa Marina;01.09.2015;0
Tupiry;01.09.2015;6
Antártica;01.09.2015;6
Vila Sônia;01.09.2015;6
Glória;01.09.2015;8
Sítio do Campo;01.09.2015;14
Xixová;01.09.2015;17
Serra do Mar;01.09.2015;0
Não Informado;01.09.2015;0
Militar;01.09.2016;0
Canto do Forte;01.09.2016;6
Boqueirão;01.09.2016;17
Guilhermina;01.09.2016;16
Aviação;01.09.2016;8
Tupi;01.09.2016;12
Ocian;01.09.2016;16
Mirim;01.09.2016;6
Maracanã;01.09.2016;0
Caiçara;01.09.2016;12
Real ;01.09.2016;0
Flórida;01.09.2016;2
Solemar;01.09.2016;0
Cidade da Criança;01.09.2016;0
Princesa;01.09.2016;0
Imperador;01.09.2016;0
Melvi;01.09.2016;0
Samambaia;01.09.2016;9
Esmeralda;01.09.2016;4
Ribeirópolis;01.09.2016;5
Andaraguá;01.09.2016;0
Nova Mirim;01.09.2016;1
Anhanguera;01.09.2016;6
Quietude;01.09.2016;5
Santa Marina;01.09.2016;0
Tupiry;01.09.2016;2
Antártica;01.09.2016;5
Vila Sônia;01.09.2016;4
Glória;01.09.2016;1
Sítio do Campo;01.09.2016;12
Xixová;01.09.2016;4
Serra do Mar;01.09.2016;0
Não Informado;01.09.2016;0
Militar;01.09.2017;0
Canto do Forte;01.09.2017;11
Boqueirão;01.09.2017;20
Guilhermina;01.09.2017;18
Aviação;01.09.2017;5
Tupi;01.09.2017;14
Ocian;01.09.2017;10
Mirim;01.09.2017;5
Maracanã;01.09.2017;2
Caiçara;01.09.2017;8
Real ;01.09.2017;3
Flórida;01.09.2017;0
Solemar;01.09.2017;2
Cidade da Criança;01.09.2017;1
Princesa;01.09.2017;2
Imperador;01.09.2017;0
Melvi;01.09.2017;2
Samambaia;01.09.2017;5
Esmeralda;01.09.2017;5
Ribeirópolis;01.09.2017;3
Andaraguá;01.09.2017;0
Nova Mirim;01.09.2017;4
Anhanguera;01.09.2017;3
Quietude;01.09.2017;4
Santa Marina;01.09.2017;0
Tupiry;01.09.2017;1
Antártica;01.09.2017;2
Vila Sônia;01.09.2017;3
Glória;01.09.2017;1
Sítio do Campo;01.09.2017;5
Xixová;01.09.2017;5
Serra do Mar;01.09.2017;0
Não Informado;01.09.2017;0
Militar;01.09.2018;0
Canto do Forte;01.09.2018;1
Boqueirão;01.09.2018;11
Guilhermina;01.09.2018;5
Aviação;01.09.2018;8
Tupi;01.09.2018;12
Ocian;01.09.2018;12
Mirim;01.09.2018;9
Maracanã;01.09.2018;3
Caiçara;01.09.2018;2
Real ;01.09.2018;0
Flórida;01.09.2018;2
Solemar;01.09.2018;1
Cidade da Criança;01.09.2018;1
Princesa;01.09.2018;0
Imperador;01.09.2018;0
Melvi;01.09.2018;4
Samambaia;01.09.2018;2
Esmeralda;01.09.2018;4
Ribeirópolis;01.09.2018;5
Andaraguá;01.09.2018;0
Nova Mirim;01.09.2018;1
Anhanguera;01.09.2018;3
Quietude;01.09.2018;0
Santa Marina;01.09.2018;0
Tupiry;01.09.2018;0
Antártica;01.09.2018;6
Vila Sônia;01.09.2018;2
Glória;01.09.2018;2
Sítio do Campo;01.09.2018;11
Xixová;01.09.2018;1
Serra do Mar;01.09.2018;0
Não Informado;01.09.2018;0
Militar;01.09.2019;0
Canto do Forte;01.09.2019;7
Boqueirão;01.09.2019;13
Guilhermina;01.09.2019;13
Aviação;01.09.2019;7
Tupi;01.09.2019;6
Ocian;01.09.2019;6
Mirim;01.09.2019;2
Maracanã;01.09.2019;4
Caiçara;01.09.2019;2
Real ;01.09.2019;2
Flórida;01.09.2019;1
Solemar;01.09.2019;1
Cidade da Criança;01.09.2019;1
Princesa;01.09.2019;0
Imperador;01.09.2019;0
Melvi;01.09.2019;2
Samambaia;01.09.2019;3
Esmeralda;01.09.2019;3
Ribeirópolis;01.09.2019;6
Andaraguá;01.09.2019;0
Nova Mirim;01.09.2019;3
Anhanguera;01.09.2019;2
Quietude;01.09.2019;5
Santa Marina;01.09.2019;0
Tupiry;01.09.2019;1
Antártica;01.09.2019;1
Vila Sônia;01.09.2019;2
Glória;01.09.2019;2
Sítio do Campo;01.09.2019;9
Xixová;01.09.2019;8
Serra do Mar;01.09.2019;0
Não Informado;01.09.2019;3
Militar;01.09.2020;0
Canto do Forte;01.09.2020;7
Boqueirão;01.09.2020;10
Guilhermina;01.09.2020;3
Aviação;01.09.2020;3
Tupi;01.09.2020;3
Ocian;01.09.2020;5
Mirim;01.09.2020;7
Maracanã;01.09.2020;2
Caiçara;01.09.2020;4
Real ;01.09.2020;2
Flórida;01.09.2020;0
Solemar;01.09.2020;1
Cidade da Criança;01.09.2020;1
Princesa;01.09.2020;1
Imperador;01.09.2020;0
Melvi;01.09.2020;1
Samambaia;01.09.2020;3
Esmeralda;01.09.2020;2
Ribeirópolis;01.09.2020;1
Andaraguá;01.09.2020;0
Nova Mirim;01.09.2020;3
Anhanguera;01.09.2020;4
Quietude;01.09.2020;3
Santa Marina;01.09.2020;0
Tupiry;01.09.2020;0
Antártica;01.09.2020;4
Vila Sônia;01.09.2020;0
Glória;01.09.2020;2
Sítio do Campo;01.09.2020;3
Xixová;01.09.2020;3
Serra do Mar;01.09.2020;0
Não Informado;01.09.2020;0
Militar;01.09.2021;0
Canto do Forte;01.09.2021;1
Boqueirão;01.09.2021;8
Guilhermina;01.09.2021;6
Aviação;01.09.2021;3
Tupi;01.09.2021;5
Ocian;01.09.2021;4
Mirim;01.09.2021;3
Maracanã;01.09.2021;2
Caiçara;01.09.2021;1
Real ;01.09.2021;1
Flórida;01.09.2021;0
Solemar;01.09.2021;1
Cidade da Criança;01.09.2021;0
Princesa;01.09.2021;2
Imperador;01.09.2021;0
Melvi;01.09.2021;1
Samambaia;01.09.2021;2
Esmeralda;01.09.2021;1
Ribeirópolis;01.09.2021;3
Andaraguá;01.09.2021;0
Nova Mirim;01.09.2021;3
Anhanguera;01.09.2021;1
Quietude;01.09.2021;3
Santa Marina;01.09.2021;0
Tupiry;01.09.2021;6
Antártica;01.09.2021;0
Vila Sônia;01.09.2021;4
Glória;01.09.2021;0
Sítio do Campo;01.09.2021;7
Xixová;01.09.2021;4
Serra do Mar;01.09.2021;0
Não Informado;01.09.2021;0
Militar;01.10.2013;0
Canto do Forte;01.10.2013;6
Boqueirão;01.10.2013;50
Guilhermina;01.10.2013;22
Aviação;01.10.2013;10
Tupi;01.10.2013;12
Ocian;01.10.2013;10
Mirim;01.10.2013;4
Maracanã;01.10.2013;0
Caiçara;01.10.2013;0
Real ;01.10.2013;0
Flórida;01.10.2013;0
Solemar;01.10.2013;0
Cidade da Criança;01.10.2013;0
Princesa;01.10.2013;0
Imperador;01.10.2013;0
Melvi;01.10.2013;0
Samambaia;01.10.2013;1
Esmeralda;01.10.2013;0
Ribeirópolis;01.10.2013;1
Andaraguá;01.10.2013;0
Nova Mirim;01.10.2013;1
Anhanguera;01.10.2013;5
Quietude;01.10.2013;6
Santa Marina;01.10.2013;0
Tupiry;01.10.2013;6
Antártica;01.10.2013;11
Vila Sônia;01.10.2013;9
Glória;01.10.2013;4
Sítio do Campo;01.10.2013;3
Xixová;01.10.2013;12
Serra do Mar;01.10.2013;0
Não Informado;01.10.2013;0
Militar;01.10.2014;0
Canto do Forte;01.10.2014;8
Boqueirão;01.10.2014;28
Guilhermina;01.10.2014;14
Aviação;01.10.2014;8
Tupi;01.10.2014;13
Ocian;01.10.2014;9
Mirim;01.10.2014;7
Maracanã;01.10.2014;1
Caiçara;01.10.2014;0
Real ;01.10.2014;0
Flórida;01.10.2014;0
Solemar;01.10.2014;1
Cidade da Criança;01.10.2014;0
Princesa;01.10.2014;0
Imperador;01.10.2014;0
Melvi;01.10.2014;0
Samambaia;01.10.2014;1
Esmeralda;01.10.2014;0
Ribeirópolis;01.10.2014;1
Andaraguá;01.10.2014;0
Nova Mirim;01.10.2014;3
Anhanguera;01.10.2014;3
Quietude;01.10.2014;4
Santa Marina;01.10.2014;0
Tupiry;01.10.2014;0
Antártica;01.10.2014;3
Vila Sônia;01.10.2014;2
Glória;01.10.2014;6
Sítio do Campo;01.10.2014;10
Xixová;01.10.2014;22
Serra do Mar;01.10.2014;0
Não Informado;01.10.2014;0
Militar;01.10.2015;0
Canto do Forte;01.10.2015;8
Boqueirão;01.10.2015;22
Guilhermina;01.10.2015;11
Aviação;01.10.2015;5
Tupi;01.10.2015;12
Ocian;01.10.2015;9
Mirim;01.10.2015;10
Maracanã;01.10.2015;3
Caiçara;01.10.2015;5
Real ;01.10.2015;0
Flórida;01.10.2015;0
Solemar;01.10.2015;1
Cidade da Criança;01.10.2015;0
Princesa;01.10.2015;1
Imperador;01.10.2015;0
Melvi;01.10.2015;5
Samambaia;01.10.2015;7
Esmeralda;01.10.2015;0
Ribeirópolis;01.10.2015;4
Andaraguá;01.10.2015;0
